flashcard_id,student_id,subject,topic,question,answer,is_known
0231b0d1-b855-4ac2-9a6a-74fa90cbcb45,S0744,Computer Science,AI,Why is AI important?,AI can be explained as ...,False
f54eb00f-2daf-42e9-84fc-a0fb4cff97fc,S0744,Computer Science,Databases,Explain Databases in brief.,Databases can be explained as ...,False
99279e59-57b0-4256-8dff-09ae3e0d7e84,S0744,Computer Science,Networking,Give an example of Networking.,Networking is defined as ...,True
82563685-8735-442c-a397-9d74903324e6,S0744,English,Poetry,Why is Poetry important?,An example of Poetry: ...,False
32df8b26-5ff1-4b28-b7ac-3dcddc939436,S0744,Economics,Development,Why is Development important?,Development can be explained as ...,True
aa3b3290-c5c2-46d2-aed4-07975d8fa0c2,S0744,Computer Science,Databases,Explain Databases in brief.,An example of Databases: ...,True
fcb1cc9c-388e-4249-9b1b-6834cc9957a7,S0744,History,World Wars,Give an example of World Wars.,The key concept of World Wars is ...,True
861da626-843d-46df-b11a-53733e8e7f6a,S0473,Computer Science,AI,Explain AI in brief.,AI is defined as ...,True
b366a605-5c21-46fa-bc3f-2665b50d1b96,S0473,Social Science,Economics,What is the key concept of Economics?,Economics can be explained as ...,True
71ae7e56-560e-420f-ba5f-632e7bc8071d,S0473,History,Medieval,Why is Medieval important?,The key concept of Medieval is ...,True
313584ea-31f9-4eb5-afad-dcd8805df53a,S0473,Math,Trigonometry,Define Trigonometry.,Trigonometry is important because ...,False
167a0b4f-00a5-408a-8ec7-c6859a6e1215,S0473,Math,Probability,Define Probability.,The key concept of Probability is ...,True
a1d0d680-c293-467e-a5f9-aab209c8a8bd,S0473,Computer Science,Networking,Define Networking.,Networking is defined as ...,True
2b61bfb8-f8d9-4fcc-abad-e95ecd5eb197,S0473,Economics,Development,Explain Development in brief.,The key concept of Development is ...,False
4a8176a2-e161-4d6b-b440-94cf536fdb03,S0473,Computer Science,Networking,What is the key concept of Networking?,Networking is important because ...,True
d362f7b2-a72a-496e-8b33-d13b26289fef,S0399,English,Writing Skills,What is the key concept of Writing Skills?,The key concept of Writing Skills is ...,True
619c140f-8e71-4b85-9ef4-7822ab56e789,S0399,Science,Genetics,Explain Genetics in brief.,Genetics is important because ...,True
037cf35a-937d-4095-bccb-ab15fe84078c,S0399,Computer Science,Databases,Give an example of Databases.,Databases can be explained as ...,False
566f4670-a911-423e-87a9-7cbc7925809c,S0399,Science,Biology,Why is Biology important?,Biology can be explained as ...,False
6faf4b2d-3fd3-49f0-8872-61b5c2f166e4,S0399,Social Science,Economics,Give an example of Economics.,Economics is defined as ...,False
e5bd1962-369e-4ce4-85de-a855fa182c1f,S0399,English,Literature,What is the key concept of Literature?,The key concept of Literature is ...,True
402301fb-ca0b-4d18-b2df-19a3f1270959,S0399,English,Writing Skills,Explain Writing Skills in brief.,Writing Skills is defined as ...,False
4e99e00f-c2d5-44ef-b96a-1e3eeb3c1929,S0399,Math,Probability,Give an example of Probability.,Probability is important because ...,False
c25852d1-9d2e-4a20-9616-0117e9390c77,S0555,Social Science,History,What is the key concept of History?,History is defined as ...,True
433981e7-7fed-4c0f-99f0-35df576564b8,S0555,Math,Probability,Give an example of Probability.,Probability is important because ...,False
7a72c3e2-ab1f-490d-be17-455c9d3c3895,S0555,History,Medieval,Define Medieval.,The key concept of Medieval is ...,True
010a039f-86c1-4faa-a032-e6bfc8513776,S0555,English,Grammar,What is the key concept of Grammar?,Grammar can be explained as ...,False
6bf0edd2-0633-4945-b9e7-2a0406f45a0f,S0555,Economics,Finance,Why is Finance important?,An example of Finance: ...,True
7c3a7ce8-2469-4d69-923a-063186ea2c21,S0555,Social Science,Economics,Define Economics.,Economics is defined as ...,True
db63d457-a589-4113-947b-43d2ad48ac68,S0555,Economics,Trade,Why is Trade important?,Trade is defined as ...,True
d7d1dfdd-e22c-4cec-97e2-a8a1738ef535,S0555,Social Science,Sociology,Why is Sociology important?,Sociology is defined as ...,False
bba3cfdf-6e0b-441e-b3e3-90d660ad59c1,S0919,History,World Wars,Why is World Wars important?,World Wars can be explained as ...,False
35ed2530-e40a-466b-9bf4-83fb07ad7181,S0919,History,Modern,Give an example of Modern.,An example of Modern: ...,False
82c62bf1-2e83-4070-8107-3103b36191a8,S0919,Computer Science,Algorithms,Give an example of Algorithms.,Algorithms is important because ...,False
d8f3d21c-1343-4abb-8ccc-41206e8886f5,S0919,Science,Physics,Explain Physics in brief.,An example of Physics: ...,False
01da4def-26f5-4ee4-a55a-e811a9984a9d,S0919,Computer Science,Algorithms,Give an example of Algorithms.,Algorithms is important because ...,True
15038f03-7723-467f-a155-9a1a145def55,S0919,Science,Chemistry,What is the key concept of Chemistry?,The key concept of Chemistry is ...,False
c85ae878-9407-42cd-9d5d-09e7c40fcf8a,S0919,History,Modern,Give an example of Modern.,The key concept of Modern is ...,True
5a5d9436-6aeb-4cee-9f93-19bd744df3f4,S0919,Economics,Micro,Define Micro.,Micro is defined as ...,True
f05e8a54-f689-4364-babb-aa9426181e00,S0391,Computer Science,Networking,Give an example of Networking.,An example of Networking: ...,False
1c5b8b62-12ac-4fe5-adc6-e79f5cb55895,S0391,Computer Science,Programming,Why is Programming important?,An example of Programming: ...,False
180168aa-ac67-4b84-9dcc-a1e478fadffa,S0391,English,Comprehension,Explain Comprehension in brief.,The key concept of Comprehension is ...,True
5e300fcf-c291-4eba-b2ea-450b730a08bd,S0391,English,Writing Skills,Why is Writing Skills important?,An example of Writing Skills: ...,True
aee2d359-3223-4f31-90c0-68a88e962cba,S0391,English,Writing Skills,What is the key concept of Writing Skills?,The key concept of Writing Skills is ...,True
cd66fcbf-3f7f-4d39-88f6-80c2ec65d451,S0391,Math,Geometry,Give an example of Geometry.,Geometry can be explained as ...,True
c6ab3fb6-d11e-49e6-b29b-2eeee523bd11,S0391,Math,Probability,What is the key concept of Probability?,An example of Probability: ...,True
a8bc7a6e-c691-4319-a1c6-f7d3b54e2f99,S0391,Math,Probability,What is the key concept of Probability?,Probability can be explained as ...,False
79a400d4-7d0d-4ba5-8688-625bb1b313c7,S0400,English,Poetry,Give an example of Poetry.,Poetry is defined as ...,True
ab3afe68-e965-4246-8ffa-698a9786aef6,S0400,Science,Biology,Why is Biology important?,Biology is important because ...,False
663f3e35-281f-4ca4-b816-c14595696f90,S0400,Social Science,Economics,Give an example of Economics.,An example of Economics: ...,True
bfb5775f-ae4c-4340-a014-aad30bae26c1,S0400,Social Science,Sociology,Give an example of Sociology.,An example of Sociology: ...,True
3c6b7288-636e-4df1-956e-cb1e5bf0946a,S0400,Economics,Macro,Explain Macro in brief.,An example of Macro: ...,True
38396f24-25c8-4e78-bbc2-5b1662c388bd,S0400,Science,Genetics,Give an example of Genetics.,Genetics can be explained as ...,True
211b2da3-1471-469c-9d96-d6d017b0b433,S0400,Math,Probability,What is the key concept of Probability?,The key concept of Probability is ...,True
901dc91e-d10b-4c72-b297-2bbfa6cb2604,S0400,Social Science,Civics,Why is Civics important?,Civics can be explained as ...,True
75dceeff-a650-4758-b407-0d0ad95f302c,S0796,Computer Science,Programming,Why is Programming important?,Programming can be explained as ...,False
f92942f8-09cd-438b-a6f5-3bbbeacf6062,S0796,History,Medieval,Give an example of Medieval.,Medieval is important because ...,False
f43f5964-ce67-49a9-9676-cb1dd6ef7c57,S0796,History,Ancient,Explain Ancient in brief.,Ancient is defined as ...,False
31a63ea3-53a1-427f-8889-4364d18d521f,S0796,Computer Science,Programming,Define Programming.,Programming is defined as ...,True
fca245bb-cf1a-41d0-892c-acf5ed970e19,S0796,English,Writing Skills,Define Writing Skills.,Writing Skills can be explained as ...,False
01aed000-832f-4e15-a4c0-86ebfbafdde7,S0796,Math,Trigonometry,What is the key concept of Trigonometry?,An example of Trigonometry: ...,True
298203e1-4cab-426f-a219-fd6a1fd4e1f1,S0796,History,Ancient,What is the key concept of Ancient?,An example of Ancient: ...,False
f3d56d9a-984f-4cfb-a77f-67a8c062377c,S0796,English,Comprehension,Why is Comprehension important?,The key concept of Comprehension is ...,False
9f46d881-de1a-4e04-b24d-b27120b9c243,S0315,Computer Science,Networking,Define Networking.,The key concept of Networking is ...,False
29e9884e-d84b-4906-bd6f-f38444c817b7,S0315,Science,Chemistry,Explain Chemistry in brief.,Chemistry is important because ...,True
2d3ec9cf-f477-4392-b85f-a1f12ed86fe3,S0315,Economics,Development,What is the key concept of Development?,Development is important because ...,False
aae291d8-7f27-439c-9707-7f278980d046,S0315,Economics,Micro,Define Micro.,Micro is defined as ...,True
bd4d73e5-a443-42bc-b9c2-7e44d7f21486,S0315,Science,Chemistry,Why is Chemistry important?,Chemistry is important because ...,False
71099e61-cb66-452b-9050-65dbd2b8d030,S0315,History,Medieval,Define Medieval.,Medieval is important because ...,False
041f3eb0-4587-4842-ad38-2b1c731c9bdd,S0315,English,Poetry,Explain Poetry in brief.,Poetry is defined as ...,False
d9fd2668-c84c-4be4-b184-4dbd4b76f42c,S0315,Economics,Trade,Give an example of Trade.,Trade is important because ...,True
94079998-a8dc-4b94-be69-237b45729ff2,S0577,Computer Science,AI,Why is AI important?,AI is defined as ...,False
639d5fe6-9f86-4373-9438-ecdead30524e,S0577,Computer Science,AI,Explain AI in brief.,The key concept of AI is ...,False
2345493d-44f2-4cd2-b7e8-abee0c2bcc98,S0577,Science,Genetics,What is the key concept of Genetics?,The key concept of Genetics is ...,True
60a485a6-ece5-4447-93fd-581fbd574c20,S0577,Computer Science,AI,What is the key concept of AI?,The key concept of AI is ...,False
bc554c66-fefa-47ea-82d7-d053816ea344,S0577,English,Writing Skills,Define Writing Skills.,Writing Skills can be explained as ...,True
e36dfed8-3597-48b7-88c3-fae9f9a906d6,S0577,Economics,Macro,Define Macro.,An example of Macro: ...,False
d2a4847e-2acc-42df-ba77-3e0ad3ce97b5,S0577,English,Literature,Explain Literature in brief.,Literature can be explained as ...,True
e73fcfb2-0ebd-4dd2-92c0-238a6ed85728,S0577,Computer Science,AI,Explain AI in brief.,AI is important because ...,True
2b1d8570-0c0c-45d8-9062-8cc9460c49ca,S0326,English,Comprehension,Explain Comprehension in brief.,Comprehension is important because ...,False
37623e20-d929-42d7-8f4f-3afce0362c1e,S0326,Science,Genetics,Explain Genetics in brief.,Genetics is important because ...,True
cecf556e-23ee-4fa2-b2fd-734cba634d28,S0326,Science,Biology,Give an example of Biology.,Biology is defined as ...,False
ca94c466-c073-4e3f-858f-2a6816a0f8f6,S0326,Science,Biology,Why is Biology important?,Biology is defined as ...,True
c0100cda-bc2f-4be4-8ad7-66c292c7ce2c,S0326,History,Revolutions,What is the key concept of Revolutions?,The key concept of Revolutions is ...,False
6fb6e8fc-7d04-41b4-bd1a-9a9841019cf9,S0326,Math,Algebra,Explain Algebra in brief.,Algebra is important because ...,True
304e0e31-9875-4306-891a-fd84af68bfce,S0326,Economics,Trade,Define Trade.,Trade is defined as ...,True
a5c5aa11-4a8d-4907-b694-0f8a2f421f1b,S0326,Math,Geometry,Explain Geometry in brief.,Geometry is defined as ...,False
28600f35-b968-4f13-a8f4-55429addeca2,S0782,Computer Science,Databases,Define Databases.,Databases is important because ...,False
1ba950bc-d446-4427-9679-001b9894a1c9,S0782,Computer Science,Networking,Explain Networking in brief.,The key concept of Networking is ...,True
a772d88b-6537-4050-9e01-7901c0411010,S0782,Social Science,Geography,Give an example of Geography.,The key concept of Geography is ...,False
6eba0405-2441-4c38-859f-b72192381267,S0782,History,Medieval,Define Medieval.,Medieval is important because ...,True
2f140b40-cdbe-4bb5-a8fb-92c7509ac5e4,S0782,Economics,Finance,Explain Finance in brief.,Finance is important because ...,True
de31e80d-81dd-400d-904f-11e1adf91ebf,S0782,Science,Chemistry,What is the key concept of Chemistry?,An example of Chemistry: ...,False
12ec860a-7d2e-4d1f-adbd-3684d9f7dae6,S0782,Science,Chemistry,Explain Chemistry in brief.,Chemistry is important because ...,True
424722b6-1bc7-4be6-b3cc-defb85eb4b07,S0782,History,World Wars,What is the key concept of World Wars?,World Wars is defined as ...,False
3445649f-05a9-4d3f-aae8-cabe8171640e,S0984,Economics,Micro,Give an example of Micro.,Micro is important because ...,True
edba6de8-b1d2-465f-94bc-8946f9a0d776,S0984,Social Science,Civics,Explain Civics in brief.,The key concept of Civics is ...,False
450897f9-01bb-49a4-8ec8-43c99126232a,S0984,Science,Genetics,Define Genetics.,Genetics is important because ...,False
a7cd6132-d902-4924-b121-b5e5a1dc6fd8,S0984,English,Literature,Explain Literature in brief.,Literature is defined as ...,True
25e80bce-2c78-4121-8d41-4bccbc597b67,S0984,Economics,Macro,Give an example of Macro.,An example of Macro: ...,True
e94573c3-20b2-4279-b083-8a9336338675,S0984,Math,Probability,What is the key concept of Probability?,Probability can be explained as ...,True
6b1004e7-f12a-41a2-8f5b-f15317510c15,S0984,English,Writing Skills,Give an example of Writing Skills.,Writing Skills is defined as ...,True
34a1a6e0-1ef9-4abc-a84a-0b7efb6615ac,S0984,Computer Science,AI,Explain AI in brief.,An example of AI: ...,False
5277ad95-5958-4813-8148-9ca91af09cb8,S0738,Science,Chemistry,Give an example of Chemistry.,The key concept of Chemistry is ...,True
f41e3906-5865-4eae-a435-33dcb77f58d6,S0738,English,Writing Skills,Why is Writing Skills important?,Writing Skills is important because ...,True
a906b0c8-e991-4484-894e-41f30770dfa1,S0738,English,Comprehension,Define Comprehension.,Comprehension is important because ...,True
c7cc4741-f637-4740-b3f5-1028460414b6,S0738,Science,Ecology,Why is Ecology important?,The key concept of Ecology is ...,False
401dd05c-1df2-42f2-8ecc-1d5d5360e868,S0738,English,Writing Skills,Why is Writing Skills important?,Writing Skills is important because ...,False
0e1ba1d2-3f5d-4586-bfe1-fd68057ac488,S0738,Math,Trigonometry,Explain Trigonometry in brief.,The key concept of Trigonometry is ...,True
ad9ab1df-6135-4755-a277-298f5d0b4df5,S0738,History,Ancient,Give an example of Ancient.,The key concept of Ancient is ...,True
f16d3e57-8910-4c8c-a820-8526adabd3ae,S0738,Math,Probability,What is the key concept of Probability?,Probability is important because ...,False
6e36eb9e-28b0-4865-86d0-5cdcb8c998d1,S0924,Science,Chemistry,Why is Chemistry important?,Chemistry is important because ...,False
0c1e6cb7-b6e0-428a-863a-f73aae786470,S0924,English,Literature,Explain Literature in brief.,Literature is defined as ...,False
22f4095a-646c-42cc-b218-56b9c0e06d4a,S0924,Social Science,Economics,Why is Economics important?,Economics is defined as ...,False
2ce52b26-2195-40d2-8b1a-be684caabbe8,S0924,Math,Calculus,Give an example of Calculus.,Calculus is important because ...,False
90eb9b30-365c-40f4-b880-eba81741eefb,S0924,English,Grammar,Explain Grammar in brief.,Grammar is defined as ...,False
75736b74-4288-403c-ac93-79f926166777,S0924,Math,Trigonometry,Define Trigonometry.,Trigonometry can be explained as ...,True
dade2abf-fad6-405b-a4a6-00d5b362ff6c,S0924,Math,Geometry,Give an example of Geometry.,Geometry is important because ...,False
84cad50e-52e1-4954-a0fb-4a2555224cb5,S0924,Computer Science,Programming,What is the key concept of Programming?,Programming is defined as ...,True
ed8a181d-8b70-4c0a-b4ef-bf9c47fb9200,S0524,Science,Genetics,Explain Genetics in brief.,Genetics is defined as ...,True
9acfac50-6a3e-470c-862a-81cc1ad59a88,S0524,History,Ancient,Explain Ancient in brief.,Ancient is defined as ...,False
2450a1a5-74ae-4c72-8b7b-2d1d9fef317b,S0524,Science,Physics,Explain Physics in brief.,The key concept of Physics is ...,False
56c83a29-6c9a-48bd-913f-b16c4e9ef023,S0524,History,World Wars,What is the key concept of World Wars?,World Wars is important because ...,True
949b048b-4719-4650-8f59-d5438dfdbea2,S0524,English,Comprehension,Give an example of Comprehension.,Comprehension can be explained as ...,True
dfa8224b-30d4-4f52-b7bc-5967795bb8ce,S0524,Science,Ecology,Define Ecology.,An example of Ecology: ...,False
ca23c0dc-ddb4-4f94-9fe6-10eadf422b98,S0524,Social Science,Sociology,Give an example of Sociology.,An example of Sociology: ...,True
9aa66229-0bbb-430b-972e-5619396ac556,S0524,Math,Calculus,What is the key concept of Calculus?,Calculus can be explained as ...,True
0d6cbb6a-9b8d-4777-abf9-531006c31a1c,S0593,Computer Science,AI,Explain AI in brief.,The key concept of AI is ...,True
08c89ffb-12f3-429c-89a0-6989f0fc7682,S0593,Math,Geometry,Why is Geometry important?,An example of Geometry: ...,True
0a3b3f65-0893-4411-9f26-77c6ec3e8fe6,S0593,Computer Science,Databases,Explain Databases in brief.,Databases is important because ...,True
1fc4103f-9299-42b9-a178-f0414a70511a,S0593,Social Science,History,Explain History in brief.,History is important because ...,False
7930cb20-d310-492d-b15a-76c6b9ade921,S0593,Social Science,History,Give an example of History.,History is important because ...,False
50f09bc9-f05c-453b-afe5-1ed40f13dc2e,S0593,History,World Wars,Define World Wars.,World Wars can be explained as ...,True
bc129e46-dff7-416e-a11c-d131f941961c,S0593,History,Ancient,What is the key concept of Ancient?,An example of Ancient: ...,False
9db15d0f-6cfb-46bf-827b-e08dfc4fde93,S0593,Math,Algebra,Define Algebra.,Algebra is important because ...,False
f184d7d3-8119-47fa-83bc-7d5a76a3a875,S0039,Science,Genetics,Define Genetics.,Genetics is defined as ...,False
2b15ccbc-453f-460e-a2dc-3e5ab1ff0e2f,S0039,Science,Ecology,Why is Ecology important?,The key concept of Ecology is ...,True
affe3823-a5fa-414d-af66-70bb32478204,S0039,Computer Science,AI,Why is AI important?,AI is defined as ...,True
532f62da-6fb3-41cf-b81f-63b28bc9785d,S0039,Social Science,Geography,Explain Geography in brief.,Geography is important because ...,True
79bae1a6-e899-4407-b3bf-8071ca89b87c,S0039,Social Science,Civics,Why is Civics important?,Civics is defined as ...,False
a3c97cf9-a6a0-4116-99ac-717d692214da,S0039,Science,Physics,What is the key concept of Physics?,Physics is important because ...,True
5c02a785-a5e9-449f-9a12-420dadcf5329,S0039,Computer Science,AI,Give an example of AI.,AI can be explained as ...,False
1d773e2c-434b-4dcc-87b2-20673184509b,S0039,Social Science,History,Define History.,An example of History: ...,False
6ab404d0-bc8a-46ad-ae2d-1edef15ed59f,S0714,Computer Science,Networking,Give an example of Networking.,Networking can be explained as ...,True
d1d013b6-4177-45df-9447-ea7f694ec67e,S0714,Economics,Micro,Explain Micro in brief.,An example of Micro: ...,True
ef78e0fa-cc90-45cb-a602-37335d42839c,S0714,Math,Algebra,Define Algebra.,An example of Algebra: ...,False
ec9ca3a5-e7a0-4a0b-9862-3e9e08415931,S0714,Science,Biology,Define Biology.,Biology can be explained as ...,True
f87e3b32-2a46-42b0-9aeb-a0457a7f90e0,S0714,Economics,Macro,Define Macro.,An example of Macro: ...,False
230d1044-d89d-48b1-9e1d-00c69f46186e,S0714,Computer Science,AI,Give an example of AI.,AI is defined as ...,True
1077e5f2-08ba-42f3-bea4-87c3703e6f75,S0714,History,Ancient,Explain Ancient in brief.,Ancient can be explained as ...,True
d5ee14fa-733b-4e32-ad8b-abe4e2f8097d,S0714,Science,Ecology,Explain Ecology in brief.,An example of Ecology: ...,True
104def3e-ec32-4c4f-ba3e-229739191a1b,S0983,Science,Ecology,Why is Ecology important?,Ecology is important because ...,True
16a07f85-95a5-40c4-a3c1-8269ec1f42f6,S0983,History,Ancient,What is the key concept of Ancient?,Ancient can be explained as ...,True
e1a434ad-833b-4698-b6a6-7aaaa81eec7f,S0983,Computer Science,Networking,Explain Networking in brief.,Networking is important because ...,True
ab572f2d-d261-48df-9465-94aeb6f2667c,S0983,Economics,Development,Why is Development important?,The key concept of Development is ...,False
0e42d5ff-4510-487a-809f-84ed01aab947,S0983,History,Revolutions,Give an example of Revolutions.,Revolutions is important because ...,True
e554867e-eae3-470d-91fb-46b3d2d57304,S0983,Science,Physics,Define Physics.,Physics is defined as ...,False
3dad0980-2614-48d0-a95f-08bc9ffa99ab,S0983,Math,Geometry,Why is Geometry important?,Geometry can be explained as ...,True
28cc0f49-9ea4-4d1d-80b5-37931bd4009e,S0983,Social Science,History,Define History.,History is defined as ...,True
0ad76503-ef3c-4379-9b48-8d4ea2b4b0f1,S0114,History,Modern,What is the key concept of Modern?,Modern is important because ...,True
4c2cce7c-3c7d-4e8d-859b-e94d9025d1da,S0114,Economics,Finance,Why is Finance important?,The key concept of Finance is ...,True
e7857322-829e-40f4-ab14-e958cd48158c,S0114,Social Science,Economics,Define Economics.,Economics is important because ...,False
df2712f5-d773-4d16-80f3-6616803bb22d,S0114,History,World Wars,Explain World Wars in brief.,World Wars is defined as ...,False
ed68e972-fcef-4206-8a21-06a673a4868a,S0114,History,Medieval,What is the key concept of Medieval?,Medieval is defined as ...,False
570cedd2-815d-4c90-90fd-2077ef86f817,S0114,Science,Ecology,What is the key concept of Ecology?,Ecology can be explained as ...,True
b3442313-395d-4290-90f7-cae7c0db44aa,S0114,Science,Genetics,Give an example of Genetics.,The key concept of Genetics is ...,False
0d9f85ca-4102-4543-9aa7-0bc67496c601,S0114,History,World Wars,Why is World Wars important?,The key concept of World Wars is ...,True
60d40206-2bf2-48c9-b83f-3a534b21ee7c,S0212,Science,Biology,Define Biology.,Biology is defined as ...,True
5bb01e2f-bd38-40a2-afb9-9e422bdb4dbc,S0212,Math,Algebra,Why is Algebra important?,Algebra is defined as ...,True
07eb18fa-2c6a-455e-9f3e-29c3f8dde0be,S0212,Economics,Trade,Give an example of Trade.,An example of Trade: ...,False
9cc3bb61-596c-410b-a7f6-0978e9985eb1,S0212,Science,Genetics,Explain Genetics in brief.,The key concept of Genetics is ...,True
16657ee1-e049-49b9-bbf8-f2cfe67cb7b7,S0212,Computer Science,Programming,What is the key concept of Programming?,Programming is defined as ...,True
ef1b9994-7013-41c8-887e-90623a396c40,S0212,Math,Algebra,Give an example of Algebra.,Algebra is important because ...,True
89e381de-14ec-4500-a85a-e8e589dc8536,S0212,Economics,Development,Define Development.,Development can be explained as ...,True
01bcfa6f-7947-4d0c-9165-1c6804772fd3,S0212,Economics,Trade,Explain Trade in brief.,Trade is defined as ...,True
9ee3bf13-b4d0-47c4-96bf-160c6c6732f6,S0480,Economics,Micro,Explain Micro in brief.,The key concept of Micro is ...,False
db6c00e2-29ca-44be-8bc0-230b3b5d3b04,S0480,English,Literature,Explain Literature in brief.,The key concept of Literature is ...,False
a2f18a62-32af-4b68-b8eb-6c059b1d8fca,S0480,English,Grammar,What is the key concept of Grammar?,Grammar can be explained as ...,True
f98c1b97-e77c-40ac-b6db-5ae0d153233e,S0480,Economics,Micro,Explain Micro in brief.,Micro is defined as ...,False
5cc1a811-3cdc-415b-be79-9890ac069e76,S0480,History,Modern,What is the key concept of Modern?,An example of Modern: ...,True
3b4f723a-89af-4fa8-a5a4-0a7e5e323a8f,S0480,Science,Chemistry,Give an example of Chemistry.,Chemistry is defined as ...,True
21a5d11f-1e4b-46f3-81df-450c5bc8303c,S0480,Math,Algebra,Give an example of Algebra.,Algebra is important because ...,True
eb793b83-fda7-4a0b-b2f0-42a2a17a507f,S0480,Social Science,Civics,Why is Civics important?,Civics is defined as ...,True
fd93925d-f8b8-45bf-8abd-415765c214d8,S0409,History,Modern,Define Modern.,Modern is defined as ...,True
f90cf7bb-4793-4b7c-b42d-85a07bebbab8,S0409,Economics,Macro,What is the key concept of Macro?,Macro is important because ...,False
b7a50d83-1a9f-43ec-8314-8dff310dc975,S0409,English,Comprehension,Define Comprehension.,Comprehension is defined as ...,True
